CH4	H2O	H2	NH3	Pt
6.9480270995E-02	7.5197586146E-02	1.1220069513E-02	5.6999456889E-02	1.1320252493E+01
-6.0517835324E-01	-7.2968350312E-01	-1.1825858745E-01	-6.2674690560E-01	-7.2542529440E+01
-2.0629350232E-02	-5.0985729812E-02	1.8184093277E-03	-2.8101514877E-02	-1.0028950810E+01
-8.3080521070E-01	-9.3998190019E-01	-1.7650184544E-01	-8.5105075398E-01	-8.1294637696E+01
4.8585821423E-01	6.0514547328E-01	9.3488998068E-02	5.6343652026E-01	4.7850271264E+01
-3.4124839169E-02	-4.8454664584E-02	-4.8331610602E-03	-5.7977256043E-02	2.1635424752E+00
-4.5462387218E-01	-5.2437721525E-01	-8.8308805505E-02	-4.5665933858E-01	-4.7526264009E+01
-1.5017210734E-01	-2.2051849125E-01	-3.5519159290E-02	-2.0412362508E-01	-2.2735011440E+01
1.6388361096E-01	1.8377718747E-01	3.0349814727E-02	1.5996303304E-01	2.0897054708E+01
-3.6461761267E-01	-3.7657954857E-01	-7.5186368127E-02	-3.4152912105E-01	-2.9407577468E+01
-4.0410977512E-01	-4.8227597752E-01	-7.4128304674E-02	-4.2239817050E-01	-4.4711279707E+01
8.5663801310E-01	9.4610921653E-01	1.6915686650E-01	8.1365543173E-01	8.9107325797E+01
-2.6740101050E-01	-2.8637436456E-01	-5.4765971190E-02	-2.7379642156E-01	-1.9331709165E+01
-3.4475609069E-01	-4.5872917453E-01	-7.1696635699E-02	-3.9554379775E-01	-4.6315622249E+01
3.2178039340E-01	3.2499292362E-01	7.6903260827E-02	3.0841897113E-01	2.4401555449E+01
-2.2371429293E-01	-1.9124981289E-01	-5.3303451089E-02	-1.8299476691E-01	-1.0150670844E+01
5.3713556171E-01	5.6992997612E-01	1.0221654894E-01	5.1039909485E-01	4.7590005125E+01
-2.4141194783E-02	5.3520988081E-03	-2.4027462187E-04	2.9403042555E-02	-3.1932130428E+00
8.5646006701E-03	4.9186098582E-02	-7.5522317433E-03	2.7959394752E-02	1.2264677981E+01
1.0351526359E+00	1.1384812034E+00	2.0842161914E-01	1.0097139039E+00	9.9608686397E+01
-7.1835582004E-02	-1.4304800154E-01	-1.4324140994E-02	-1.1617471768E-01	-1.9856008335E+01
-3.5934191267E-01	-4.0289087659E-01	-6.7955628762E-02	-3.6389285436E-01	-3.3154047498E+01
-4.4824733825E-01	-4.7050081138E-01	-8.2717891309E-02	-4.2687750309E-01	-3.0162347499E+01
-4.8222002967E-01	-5.8840502694E-01	-1.0272347454E-01	-5.2992687794E-01	-5.2442571009E+01
-3.5611965007E-01	-3.9139083272E-01	-7.3863368372E-02	-3.6602247290E-01	-3.1803791766E+01
2.6362747887E-01	3.1427483022E-01	4.1487291379E-02	2.9029203667E-01	2.2473506193E+01
3.0748517451E-01	2.8994632686E-01	6.9071450686E-02	2.6448595713E-01	2.0096308599E+01
2.7245248755E-01	3.0113922533E-01	5.8681334640E-02	2.9619569356E-01	1.8168815102E+01
6.8990001162E-01	8.0598393650E-01	1.3156578850E-01	7.2270216271E-01	7.2752993189E+01
5.2307150842E-02	3.3700223956E-02	6.9899921356E-03	3.3697087758E-02	1.0873026780E-01
2.2409806956E-01	2.2131647568E-01	4.6972227680E-02	2.0101523994E-01	1.7652115275E+01
-5.3416832796E-01	-6.6439404294E-01	-1.0601711841E-01	-5.6160624045E-01	-6.8041784780E+01
1.4195686644E-02	7.4129624958E-03	-4.4021139233E-03	9.4149555027E-04	1.9778643244E+00
-1.4536286391E-01	-2.2145225457E-01	-3.2129685715E-02	-1.9432062637E-01	-2.5567950680E+01
-2.7784495658E-01	-3.0050035558E-01	-7.0672558820E-02	-2.6740205554E-01	-3.0718791788E+01
-6.8009050590E-02	-1.5747317735E-02	-7.9079005088E-03	-1.8074927894E-02	6.1888015978E+00
3.0336888681E-01	3.5968782481E-01	5.6510164736E-02	3.1351499883E-01	3.2316456630E+01
3.6076850559E-01	4.1079888728E-01	7.5722990755E-02	3.6037725051E-01	3.7700748700E+01
-2.9022857886E-02	-2.0247703689E-02	-1.2157628226E-02	-2.3625137487E-02	2.0626554993E+00
1.2510319652E-01	1.0623902476E-01	2.4829997159E-02	9.3641220480E-02	8.4354836950E+00
2.6061595007E-01	3.1921453077E-01	5.6949062188E-02	2.8971850316E-01	3.0813247219E+01
3.2067555678E-01	4.0889965149E-01	6.5800603740E-02	3.7305475180E-01	3.9742859293E+01
-2.1111198518E-01	-2.3143369648E-01	-3.2194088695E-02	-1.9740561133E-01	-2.3261734425E+01
-8.2597611925E-02	-1.0527793264E-01	-1.2810623638E-02	-7.5959012889E-02	-1.4917022346E+01
-1.4711464113E-03	1.4179547308E-02	-3.5997172790E-03	1.4969304616E-02	1.3151424552E+00
-2.5160376662E-01	-2.8584622514E-01	-5.7115611019E-02	-2.6695577570E-01	-2.1493155227E+01
-2.8163392553E-02	-7.6556133575E-02	-1.0740613986E-02	-6.5174809669E-02	-1.0165615924E+01
-3.8498366848E-01	-3.6554616719E-01	-7.8797318887E-02	-3.2837906957E-01	-2.2489107520E+01
7.4127349560E-01	8.1543117908E-01	1.4660685394E-01	7.0581281447E-01	7.4687647806E+01
5.7676070502E-01	6.6099657833E-01	1.1812503931E-01	5.7151901088E-01	6.5311524842E+01
-1.9512279694E-01	-1.7618494889E-01	-5.6577068529E-02	-1.6341791333E-01	-1.6439968703E+01
1.6765243916E-01	1.5213386880E-01	3.7426035669E-02	1.2860275315E-01	1.3742226966E+01
-6.1648371789E-02	-4.9479186635E-02	-1.6231957972E-02	-5.0255826742E-02	-2.7835520326E+00
-3.0697127779E-01	-2.9383907825E-01	-6.7291909915E-02	-2.5378787915E-01	-2.0581340105E+01
3.5052103268E-01	3.8449139568E-01	6.7972835858E-02	3.4580729518E-01	2.9624641626E+01
-8.4275962796E-02	-9.9566250524E-02	-1.6913891289E-02	-8.9770107465E-02	-9.9916023017E+00
3.3331805781E-01	3.7247751775E-01	5.2959729042E-02	3.0707311508E-01	3.7209504464E+01
-4.3628960081E-01	-5.3257861812E-01	-7.9624160073E-02	-4.4879233158E-01	-5.6525598727E+01
1.6558315259E-01	1.8913932076E-01	2.9757099950E-02	1.6622021569E-01	2.0375756023E+01
-7.7652122775E-02	-9.0414715293E-02	-2.0098444277E-02	-7.1180267384E-02	-1.4228986078E+01
-4.9709531538E-01	-5.8738659301E-01	-9.4506351930E-02	-5.2448624692E-01	-5.5256522351E+01
-2.3106886536E-01	-2.6572463535E-01	-5.2559820827E-02	-2.3052696883E-01	-2.9002106847E+01
2.2076329646E-01	2.5651319392E-01	3.8078943438E-02	2.1516015487E-01	3.0502690735E+01
-9.3522138350E-01	-1.0408443669E+00	-1.9730079247E-01	-9.4799783937E-01	-8.3693320497E+01
3.4509257308E-01	4.0524324832E-01	5.5032542175E-02	3.3436741557E-01	4.1954926159E+01
4.3058763632E-01	5.1238100170E-01	7.9319813554E-02	4.5624445280E-01	4.7024103225E+01
-9.4812249103E-02	-9.3516692139E-02	-1.8134450021E-02	-7.7506527920E-02	-7.4671360876E+00
-7.0970243463E-02	-6.8024922296E-02	-1.3031730380E-02	-6.9542779741E-02	-5.0075354029E+00
-3.8099973484E-02	-2.9060462333E-02	-6.7011717166E-03	-2.8738393780E-02	-3.9884647641E+00
2.4449541430E-01	2.7943317816E-01	4.0515244633E-02	2.5829109452E-01	1.9853338888E+01
-3.2719394503E-01	-3.6030757402E-01	-7.2551360833E-02	-3.2467249549E-01	-3.2173676628E+01
2.9078308755E-01	3.4891475223E-01	6.0938291702E-02	2.8442631337E-01	4.1203356153E+01
2.9821548599E-01	3.3898629938E-01	5.3474039088E-02	3.0935395043E-01	2.5805896593E+01
-8.3835303484E-01	-1.0539396147E+00	-1.6900959021E-01	-9.0707297330E-01	-1.0983550301E+02
-3.4159315322E-01	-3.7590064917E-01	-6.2588340246E-02	-3.4597733232E-01	-3.1038117224E+01
2.2904658754E-01	2.5519767726E-01	4.7476063147E-02	2.2364069317E-01	2.4432867552E+01
-1.1381963180E-01	-1.3425528106E-01	-1.8506483091E-02	-1.3927799187E-01	-4.3917111507E+00
4.7440554316E-01	4.8027105685E-01	9.9656380804E-02	4.4074947315E-01	3.4360482640E+01
-5.7919069193E-01	-6.5644384473E-01	-1.1280560436E-01	-5.7187044724E-01	-6.0525634891E+01
-1.1442333434E-01	-6.3144655399E-02	-3.4931408587E-02	-7.1077759083E-02	-1.3311949819E+00
-3.6619479945E-01	-4.3106275040E-01	-6.8427137825E-02	-3.8009955488E-01	-4.2278438779E+01
-1.2325500878E+00	-1.3788112931E+00	-2.5145820233E-01	-1.2164133676E+00	-1.2131483279E+02
7.4247230543E-01	8.4934620965E-01	1.4856659231E-01	7.6359898850E-01	7.5019047664E+01
-5.5423385366E-01	-6.5486689755E-01	-1.0174727665E-01	-5.8793534405E-01	-5.6708739441E+01
-6.3919004241E-01	-6.9998325042E-01	-1.3132607765E-01	-6.4612267375E-01	-5.4535556127E+01
6.0821108562E-02	7.5498468568E-02	1.4002258016E-02	5.0392150667E-02	1.2507330496E+01
1.2064530437E+00	1.3879482065E+00	2.3610498615E-01	1.2162324395E+00	1.2553851745E+02
7.1882350239E-02	5.7798014674E-02	1.5516471235E-02	8.0561199301E-02	-2.5755773524E+00
-3.2084166739E-01	-3.1284783063E-01	-7.1869717132E-02	-2.8927275444E-01	-2.0741865369E+01
-1.1594809251E-02	-3.7744995797E-03	-2.5273300494E-04	5.6079155818E-03	-2.5057103145E+00
-2.5282913277E-02	-5.1430750339E-02	6.2286054674E-04	-3.7486325906E-02	-4.8618872492E+00
-7.9350431038E-01	-9.5930341788E-01	-1.5195712127E-01	-8.6406063130E-01	-8.4909058041E+01
-5.0208053821E-01	-6.1776275843E-01	-9.0670359999E-02	-5.1541740794E-01	-6.4561221094E+01
8.1250337912E-01	9.1297687809E-01	1.6511067885E-01	8.2343295793E-01	7.8434814266E+01
-1.2922980781E-01	-1.0809335218E-01	-3.7149474831E-02	-1.0966158723E-01	-6.8047683076E+00
-3.3148062267E-01	-4.0377213816E-01	-5.9258722709E-02	-3.5919051094E-01	-4.0734291142E+01
4.5767442827E-01	5.5879242248E-01	9.4931846714E-02	5.0065492552E-01	5.4225861406E+01
-2.9986272767E-01	-3.5674297918E-01	-5.6995456851E-02	-3.0017416212E-01	-3.5064383503E+01
3.0353821200E-01	3.7902230673E-01	5.3213505742E-02	3.1508086617E-01	3.8535669764E+01
4.5199129565E-01	5.3879497234E-01	9.1965298311E-02	4.5903507723E-01	5.7614023496E+01
-4.8008050193E-01	-6.1034176402E-01	-8.6213147926E-02	-5.2590214888E-01	-5.9905283170E+01
-2.6082064861E-01	-2.9883679300E-01	-5.0671810986E-02	-2.6627936118E-01	-2.2716357662E+01
-2.8409588790E-01	-3.4000054039E-01	-4.0511498706E-02	-2.8444885669E-01	-3.4439407126E+01
-1.6796986094E-01	-1.6166012914E-01	-3.8480999899E-02	-1.3428013985E-01	-1.3375767793E+01
-1.8987285210E-01	-2.3040791292E-01	-4.5261140672E-02	-2.1047410259E-01	-1.7795920277E+01
-1.9334014221E-01	-1.6160510663E-01	-5.1133877250E-02	-1.6845747168E-01	-2.3770727331E+00
1.8756675986E-01	1.9487641265E-01	3.6041698806E-02	1.9619977612E-01	9.9090583328E+00
-3.3558327460E-01	-3.7067388968E-01	-6.6881583151E-02	-3.3215109200E-01	-3.1436313928E+01
2.6297394950E-01	3.1202826769E-01	5.4382614793E-02	2.7364216281E-01	2.9858066328E+01
5.0917050958E-01	6.1887561667E-01	9.6343786295E-02	5.3999424683E-01	6.2007459658E+01
-4.6298540336E-02	-1.1587534304E-01	5.9402921932E-04	-1.0312883252E-01	-1.5216353457E+01
-1.9711998271E-01	-1.9877484242E-01	-4.0311221099E-02	-1.7592808472E-01	-1.7656050353E+01
1.4913605380E-01	1.5144375401E-01	3.7309932105E-02	1.3316600395E-01	1.2454791999E+01
5.0881434639E-01	5.9131134739E-01	1.0015891240E-01	5.1925937181E-01	5.4664120729E+01
5.1416216655E-01	5.7063440334E-01	9.5552542892E-02	5.1410481199E-01	4.6862304471E+01
1.1179716901E-01	6.2676095471E-02	2.9395621115E-02	4.8982948864E-02	2.7194886992E+00
-1.0975301519E-01	-8.3581018839E-02	-2.7286795173E-02	-9.4306604082E-02	1.0606104882E+00
-1.1365957406E-01	-9.2176147073E-02	-2.7744249389E-02	-7.9451089463E-02	-2.7703616838E+00
-5.0296843693E-01	-5.7461788184E-01	-1.0309904423E-01	-5.2190328374E-01	-4.6860471669E+01
3.9171926022E-01	4.3326491624E-01	8.5987179145E-02	3.9509549807E-01	3.6634090394E+01
-2.3214103351E-01	-2.8165495792E-01	-4.5619620117E-02	-2.6259816541E-01	-2.1559597466E+01
2.1739503052E-01	2.2045022426E-01	4.0699161536E-02	2.0777760330E-01	1.4712387176E+01
-1.3027723150E-01	-1.5751959345E-01	-3.4512740963E-02	-1.3745223538E-01	-1.8356050159E+01
2.3706072486E-01	3.0030127959E-01	4.3813501174E-02	2.6522972456E-01	3.0858160592E+01
1.5746966328E-01	1.8084718631E-01	2.8117276998E-02	1.5707331933E-01	1.5527821622E+01
-7.6801075408E-01	-8.8421145540E-01	-1.5391133835E-01	-7.8189824655E-01	-7.5709274612E+01
-2.4158014826E-01	-2.9544776957E-01	-5.5438665705E-02	-2.5316539228E-01	-2.9825862714E+01
-7.3648720417E-01	-8.4447239313E-01	-1.4595890665E-01	-7.4380363797E-01	-7.5730651619E+01
-3.7595192117E-01	-4.0677754146E-01	-7.0942754809E-02	-3.8053166638E-01	-2.6122442198E+01
2.9710369010E-02	6.2434770208E-02	-1.7156486909E-03	5.3530350386E-02	4.5833744075E+00
-1.8331351336E-01	-1.9793507937E-01	-3.3302339488E-02	-1.8311248165E-01	-1.3301007242E+01
3.3266788768E-01	3.5849703400E-01	6.5622279883E-02	3.2424992563E-01	2.8345961684E+01
-2.6598566418E-01	-2.9884101446E-01	-5.0181438137E-02	-2.5702881522E-01	-3.0999215337E+01
3.6403075215E-02	2.1589236491E-02	7.0660458646E-03	1.1856627657E-02	3.4717628227E+00
6.3097506763E-02	8.1628132345E-02	7.2344411651E-03	5.4746460867E-02	1.2743500906E+01
6.4907539745E-01	7.9985900173E-01	1.2572299190E-01	7.1247797906E-01	7.2527002480E+01
3.3743131220E-01	4.0865484372E-01	6.2316703844E-02	3.6288274478E-01	4.0061028351E+01
-3.0692398491E-01	-3.1823548569E-01	-5.9881169366E-02	-2.7839910853E-01	-2.2894176379E+01
-3.5310256675E-02	-7.6863034104E-03	-1.9493360920E-02	-9.2676579683E-03	-2.1150148792E-01
1.4889742511E-01	1.5628607137E-01	3.4146662349E-02	1.4750357153E-01	8.6504104111E+00
3.4571706346E-01	4.0091605282E-01	6.7739663960E-02	3.5467555260E-01	3.8190544699E+01
-6.5426294083E-03	1.4549576777E-03	-9.6408757881E-04	-3.4332633642E-03	-4.3223989768E-01
5.4219904452E-01	5.9659494666E-01	1.1742930842E-01	5.3191494759E-01	5.0502115991E+01
2.6360516683E-01	3.1661946213E-01	5.6119569376E-02	3.1356322409E-01	2.2543561467E+01
8.4087865933E-01	9.6779436886E-01	1.6804262585E-01	8.5436675344E-01	8.5952886283E+01
3.6258419107E-02	5.5610978945E-02	1.1849652890E-02	6.4585745462E-02	2.8903910789E+00
5.8310170050E-01	7.0808638698E-01	1.2053966363E-01	6.1738721331E-01	7.1379983562E+01
-2.5279019868E-01	-2.8126067518E-01	-4.1888705254E-02	-2.4449149115E-01	-2.5216965894E+01
-3.6514192366E-01	-4.3097265162E-01	-6.9631263560E-02	-3.8907977565E-01	-3.6159216846E+01
1.7910723020E-02	6.3258558289E-02	7.2323030286E-03	4.5200578109E-02	8.8296318396E+00
9.5462569105E-02	9.0764265487E-02	8.5798380859E-03	7.9237445993E-02	2.8337757557E+00
2.0031737196E-01	2.7825215532E-01	3.5399229413E-02	2.3649235427E-01	2.9623034686E+01
-2.1628441499E-01	-1.5331136223E-01	-5.3809279719E-02	-1.5199522770E-01	-3.6997167364E+00
-9.9467645409E-02	-1.4090208191E-01	-2.0608065496E-02	-1.1669741343E-01	-1.5075711802E+01
2.1942630927E-01	2.4304765856E-01	4.5908870435E-02	1.9818193677E-01	2.5085013711E+01
-4.5309498365E-01	-5.0309736110E-01	-9.7244727674E-02	-4.3540279523E-01	-4.6311361125E+01
-5.6808500367E-01	-6.0765008815E-01	-1.1342364207E-01	-5.5258518926E-01	-4.7915187841E+01
7.3864174677E-01	8.3371509730E-01	1.4003109274E-01	7.3476552666E-01	7.3192174342E+01
-6.3071915486E-02	-7.3127908699E-02	-1.5305660681E-02	-7.0373190859E-02	-8.4324062795E+00
-3.4219737887E-01	-4.3816253586E-01	-6.9838447774E-02	-3.8024500447E-01	-4.4701192360E+01
-5.4024898554E-02	-5.1779163572E-02	-1.6546066978E-02	-5.5790873430E-02	-1.8112039164E+00
-1.3149882215E-01	-1.5529596115E-01	-3.0932270299E-02	-1.3601862154E-01	-1.3718410891E+01
4.2316176597E-01	4.1542914963E-01	8.8582778737E-02	3.6042280466E-01	3.3698526776E+01
3.4357224160E-01	3.9606669189E-01	7.4490520698E-02	3.7409394064E-01	2.9687968448E+01
-1.9768995376E-01	-2.1403809670E-01	-4.4256039544E-02	-1.8939362371E-01	-2.1574102251E+01
2.1454910873E-03	-1.7921255129E-02	-7.4500801880E-05	-2.2253585072E-02	5.2991864010E-01
-2.3835655876E-01	-2.9388527336E-01	-4.6468893725E-02	-2.5927058635E-01	-2.7373143940E+01
-3.4061023481E-01	-3.7582181386E-01	-7.3584667988E-02	-3.2566740821E-01	-3.2752440013E+01
-2.0726798656E-01	-2.7866938650E-01	-2.5652808854E-02	-2.4044068599E-01	-2.7368479053E+01
-9.0813823646E-01	-1.0466630922E+00	-1.7415985602E-01	-9.2869424896E-01	-9.1837824708E+01
2.2969253634E-02	-2.2885373022E-02	8.4064442499E-03	-1.7270244206E-02	-4.5218633220E+00
-6.0325533416E-01	-7.2821118903E-01	-1.1905722637E-01	-6.5976751109E-01	-6.8456055022E+01
-5.5481914569E-01	-6.2432440878E-01	-1.1056903750E-01	-5.6497015449E-01	-5.0939761122E+01
-3.4873969460E-01	-4.3856789466E-01	-7.0474327494E-02	-3.9547738740E-01	-4.2874118497E+01
2.1504997625E-01	2.1585950023E-01	4.8267709861E-02	1.9892930793E-01	1.2950563401E+01
-3.6245198049E-01	-4.2692252964E-01	-7.2614694060E-02	-3.9336577841E-01	-3.6685531970E+01
2.2612551469E-01	2.3609805401E-01	4.3925042781E-02	2.1028837378E-01	1.7134799582E+01
-6.1797731671E-01	-6.6864548198E-01	-1.2802235668E-01	-6.0218353336E-01	-5.6674312106E+01
-6.4020086016E-04	-1.3241265402E-03	2.3769348144E-04	-7.0609490270E-03	1.7065207592E+00
-3.8987942272E-01	-4.5102793461E-01	-7.0467707455E-02	-4.0451192324E-01	-3.7816994977E+01
7.3222727271E-02	5.8194944705E-02	8.4648381760E-03	4.2018455272E-02	7.7242888160E+00
7.0673537069E-02	8.5657932218E-02	1.4294527641E-02	5.5253933626E-02	9.7210653855E+00
3.4917998521E-01	3.4940295774E-01	8.0128285844E-02	3.1163129077E-01	3.0002614308E+01
-2.0411168408E-01	-2.1799190708E-01	-5.0211802005E-02	-1.9028169384E-01	-2.0039567966E+01
-1.7975987330E-01	-2.1048710103E-01	-3.8171618836E-02	-2.0435090272E-01	-1.5695313400E+01
3.0583253728E-01	3.1878972933E-01	6.3132729491E-02	2.8699383180E-01	2.6321390729E+01
5.6659564983E-01	6.5928441165E-01	1.2068570520E-01	5.9225759864E-01	6.0785743074E+01
3.0080622861E-01	3.4139373405E-01	5.5756050311E-02	2.9938238010E-01	3.0676784868E+01
1.0677376825E-01	1.0995451354E-01	2.9251051603E-02	1.0717861147E-01	3.9590752602E+00
-7.0895325617E-01	-7.8298353887E-01	-1.4554935793E-01	-7.0123810472E-01	-6.7751150172E+01
-1.5764240661E-01	-1.5073092623E-01	-3.9389296603E-02	-1.2119164523E-01	-1.5216775858E+01
-2.5818931936E-01	-3.0402598457E-01	-5.0987139959E-02	-2.4691829648E-01	-3.5304850839E+01
-5.7996657762E-01	-6.7964526969E-01	-1.1999549388E-01	-6.1323938414E-01	-5.8797739689E+01
4.1589037547E-01	4.7496916014E-01	9.3357838543E-02	4.2660032835E-01	4.3254240126E+01
-3.2521761046E-01	-3.6780815527E-01	-7.0356909485E-02	-3.1879442852E-01	-3.6199994821E+01
-7.1732070006E-02	-7.6243040197E-02	-1.4108133296E-02	-8.9733957941E-02	1.9336604212E-01
-2.7367347713E-01	-2.7893006972E-01	-6.5067984457E-02	-2.3841115412E-01	-2.5784348892E+01
-9.2656360366E-01	-1.0901318724E+00	-1.8320965886E-01	-9.6475661803E-01	-9.9458132692E+01
5.2853224643E-01	5.9914375544E-01	1.0589610078E-01	5.5171656634E-01	4.7967150065E+01
-1.8492269255E-01	-1.9352691335E-01	-4.8944644750E-02	-1.6727184517E-01	-1.7181906610E+01
3.6155788962E-01	4.2822295024E-01	7.3233488185E-02	3.6880406811E-01	4.3051547804E+01
-6.9697115204E-01	-8.0044528411E-01	-1.3813795638E-01	-7.2683703193E-01	-6.8556156855E+01
6.1781602796E-01	7.0023869723E-01	1.2603677387E-01	6.0455697366E-01	6.6843380861E+01
5.5475746975E-02	5.0706728297E-02	3.6880295855E-03	5.2634769143E-02	2.8007750002E+00
-2.3236970380E-01	-3.0202158123E-01	-4.0664403808E-02	-2.5915561497E-01	-3.2376783184E+01
1.0004272149E-01	7.7532460166E-02	2.1432852973E-02	7.1512666440E-02	4.4653932655E+00
-1.8259112375E-01	-2.4477849180E-01	-3.7311279277E-02	-2.2187509619E-01	-2.4020215374E+01
-5.8653745881E-01	-7.2507692820E-01	-1.2016980793E-01	-6.3971840836E-01	-7.3027687097E+01
1.6748709628E-01	1.9404644227E-01	3.6077159772E-02	1.8767272676E-01	1.3008829561E+01
3.8643891022E-01	3.6008186013E-01	8.7562834366E-02	3.2043424204E-01	2.7465416867E+01
-1.7459274083E-02	4.8743244860E-03	-6.0229299352E-03	-8.1313730838E-03	4.9273195240E+00
-3.1808790657E-01	-3.6857907146E-01	-5.6180090299E-02	-3.1720321834E-01	-3.4929044668E+01
-1.5522476255E-01	-1.4595119073E-01	-3.1770374874E-02	-1.2015485588E-01	-1.4472453784E+01
2.0413651216E-01	2.1122485108E-01	4.6815619231E-02	2.0211464134E-01	1.4177146119E+01
3.5239593080E-01	3.7340143080E-01	7.2992262872E-02	3.5418355899E-01	2.4448804466E+01
5.7539460830E-01	6.8166101922E-01	1.1266930526E-01	5.9931126257E-01	6.3342773655E+01
2.1547266416E-01	2.5888674017E-01	4.8769522027E-02	2.2264217277E-01	2.8730874380E+01
-2.0996082112E-01	-2.4721588131E-01	-3.7798617392E-02	-2.1904729261E-01	-1.9896627711E+01
9.5213043435E-01	1.0124495440E+00	1.9458169556E-01	9.0706293848E-01	8.2277170997E+01
1.8301674732E-01	2.6323442978E-01	2.5830811324E-02	2.3067192149E-01	2.6882346428E+01
4.6038721354E-01	4.7607608733E-01	1.0274107419E-01	4.3658631102E-01	3.5612575029E+01
-1.5623502985E-01	-1.6372503783E-01	-3.0454730991E-02	-1.3277155418E-01	-1.8624593759E+01
2.7151603077E-01	3.2283404567E-01	4.7807642403E-02	2.9213344997E-01	2.6067979152E+01
2.3278075757E-01	2.2289121774E-01	5.0055594337E-02	2.1319162322E-01	1.3621062446E+01
-5.8801689136E-01	-6.7553231926E-01	-1.2627110657E-01	-5.9635361874E-01	-6.4399890057E+01
-2.0809844104E-01	-2.3454720422E-01	-4.0271423655E-02	-2.1753881799E-01	-1.8668413436E+01
-3.7901012128E-01	-4.2072840950E-01	-7.3359948642E-02	-3.6309988572E-01	-3.9153440470E+01
-4.0429194931E-01	-3.9835934555E-01	-8.9115399352E-02	-3.6605742296E-01	-2.9612458536E+01
-1.1471830566E-01	-1.0674599880E-01	-2.0190262187E-02	-9.2773601306E-02	-9.9544791057E+00
-6.8934506523E-02	-1.2357704398E-01	-1.0665190504E-02	-8.6145581568E-02	-1.9429799207E+01
-4.5164068469E-01	-4.5355323154E-01	-1.0130854564E-01	-4.1065515955E-01	-3.4577881693E+01
-1.0407281077E+00	-1.2242692475E+00	-2.0880594724E-01	-1.0859692912E+00	-1.1245587216E+02
-2.4676072269E-01	-2.9599853128E-01	-4.4689076026E-02	-2.5546936319E-01	-2.9419837515E+01
1.2810720860E-01	1.7560336918E-01	3.0061820726E-02	1.6421048660E-01	1.3798044611E+01
4.6000763080E-02	5.4906186897E-02	-8.3719074435E-04	2.8702425781E-02	6.9077013711E+00
1.5519166446E-01	1.2929691751E-01	3.2748276352E-02	1.2093906837E-01	6.9087303443E+00
3.6218766698E-01	4.6882491184E-01	6.2867924885E-02	3.9464692789E-01	4.9536034247E+01
8.4911102046E-02	1.5392442896E-01	9.8678524237E-03	1.2660810784E-01	1.6429453082E+01
2.8648118548E-01	3.3574384007E-01	4.6382698365E-02	2.9412461381E-01	3.2152112054E+01
-4.0880340957E-01	-4.8373121270E-01	-8.3998900056E-02	-4.3449733163E-01	-3.8681137741E+01
4.0483852862E-01	4.7849549364E-01	8.6098901412E-02	4.0505603094E-01	4.9015472428E+01
-3.5009310930E-01	-4.5428006011E-01	-5.6190444427E-02	-3.7482848925E-01	-4.7107240448E+01
-6.2162511377E-01	-7.5562848857E-01	-1.2304259454E-01	-6.4392968370E-01	-7.7432447366E+01
1.7861948026E-01	1.9263213520E-01	2.2971340001E-02	1.5583009975E-01	1.6160964428E+01
-3.9498166286E-01	-4.2341213665E-01	-7.5714629185E-02	-3.6465857443E-01	-3.8547449430E+01
-3.7397209344E-01	-4.4936460623E-01	-7.7699345427E-02	-4.0332053925E-01	-3.9280280822E+01
-1.4970056669E+00	-1.7256168233E+00	-3.0101078748E-01	-1.5359901564E+00	-1.5579036483E+02
-6.6733176357E-02	-9.3209675365E-02	-1.5313588487E-02	-6.7574004259E-02	-1.4534256400E+01
7.9897640143E-01	8.9482414070E-01	1.6403099460E-01	8.0039299477E-01	7.6807891420E+01
3.7515210816E-01	4.6618076834E-01	6.8357313379E-02	4.0798096412E-01	4.9047639532E+01
-1.0620754194E-01	-1.1656523355E-01	-2.9911943299E-02	-1.0602288973E-01	-1.4031220110E+01
-8.8721433420E-02	-1.0383568849E-01	-9.4581805636E-03	-6.7368983007E-02	-1.1226233158E+01
4.2900399850E-01	3.9909940366E-01	8.7363478526E-02	3.6552364532E-01	2.7409767528E+01
5.9072172766E-01	6.9250613995E-01	1.1336917848E-01	5.9171422749E-01	6.6524119008E+01
-3.7247634371E-01	-4.2818151291E-01	-7.7341862212E-02	-3.6618815436E-01	-4.5515371578E+01
-1.1017986951E-01	-1.3038305737E-01	-1.2318073895E-02	-1.2745262050E-01	-5.9485561304E+00
-3.4099034474E-01	-3.6999819344E-01	-6.6086546146E-02	-3.3779812640E-01	-3.0038350925E+01
-3.1209300595E-01	-3.7365630562E-01	-6.6561448587E-02	-3.2142796547E-01	-3.7958198654E+01
-2.7331684148E-01	-3.4630758404E-01	-5.5218512931E-02	-3.1191539256E-01	-3.1673817152E+01
8.8854704704E-02	1.4861568168E-01	1.2089841944E-02	1.2191660657E-01	1.5413944582E+01
6.4010344369E-01	7.7545889183E-01	1.2068334216E-01	6.8583265117E-01	7.3905892814E+01
-6.1382644513E-01	-7.1736317012E-01	-1.2714337212E-01	-6.3261241289E-01	-6.5333588558E+01
-5.0873998499E-01	-5.7851622821E-01	-9.8309635028E-02	-5.0019505593E-01	-5.3525958429E+01
3.4804811641E-02	2.6087540614E-02	7.0692813266E-03	2.5121921974E-02	-1.5954737028E-01
